keytag,type,typecode,adname,tel,address,pname,biz_type,cityname,atag,name,location,rating,cost
烤肉,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,19012830180,景昙路9号西子国际中心一层101-10店铺,浙江省,diner,杭州市,烤肉,喜牛吉烤肉·和牛放题(501城市广场店),"120.203649,30.259442",4.6,101
中餐,餐饮服务;中餐厅;中餐厅,050100,上城区,13735464242,太平门直街260号三新银座1楼(庆春广场B出口),浙江省,diner,杭州市,"黑胶铁板牛仔骨,小管烧年糕,蒜蓉粉丝蒸波龙,广式老虎斑,海鲜毛血旺,盐水黄香螺,三鲜煲,一品绝味黄鱼,倒立梭子蟹,高压锅生蚝,苔菜米馒头,东海一锅鲜,鲳鱼烧年糕,油淋脆海鲜,焦香蚕豆煲,椒盐皮皮虾,海鲜炒粉干,东海三鲜,海鲜大排档,鸡肉,大排档,牛肉,生蚝",黄龙海鲜大排档(庆春店),"120.202680,30.259083",4.8,134
日本料理,餐饮服务;外国餐厅;日本料理,050202,上城区,0571-85377772;0571-85377775,四季青街道景昙路9号西子国际中心A座3楼301-91(501城市广场),浙江省,diner,杭州市,"天妇罗,海螺,海胆,牡丹虾,蟹宝,北极贝,刺身,寿司,三文鱼,牛肉,鹅肝,自助餐",竹哩·井原里,"120.203570,30.258180",4.7,410
火锅鸡,餐饮服务;中餐厅;中餐厅,050100,上城区,13306534408;13600530901,新塘路58号新媒体大厦107室,浙江省,diner,杭州市,"招牌地锅鸡,地锅锡林格勒羊肉,鸡加牛骨,鸡加排骨锅,干豆角,地锅排骨,加点五花肉,特色地锅鸡,安徽臭鳜鱼,爆款,锡林格勒冰煮羊,老鹅锅,千岛湖螺丝,霸王别鸡,铁锅炖大鹅,地锅鸡,肥肠鸡,猪肚筒骨鸡,安徽臭桂鱼,花干（豆腐干）,小鸡炖蘑菇,双人餐,鸡肉",大俺徽地锅鸡(太平门直街),"120.209013,30.260733",4.7,62
粤菜,餐饮服务;中餐厅;中餐厅,050100,上城区,17767193369,市民街99号世包国际中心西塔楼F41层,浙江省,diner,杭州市,"脆炸鲜虾藕夹,梅汁银雪鱼,花生牛乳冻,咸菜炒麦穗鱿,石锅鲜椒雪花牛肉,辣汁血蛤,卤水36月狮头老鹅头,潮式五香炸粿肉,海肠捞饭,鱼香汁金沙参,油卤鲍鱼,港式叉烧包,砂锅葱香炒鲍鱼,芭乐布丁,油浸虾籽罗氏虾,脆皮叉烧,梅干菜饼,玻璃乳鸽,炭烧潮州薄壳小响螺,下午茶,乳鸽,脆皮叉烧,海肠捞饭,拌饭,螃蟹",云顶玺宴·现代潮粤菜,"120.206344,30.237024",4.7,380
中餐,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-87009111;15868834040,民心路100号万银国际F3层,浙江省,diner,杭州市,[],临江鲜(江鲜·蒸菜·精致浙菜),"120.218827,30.251705",4.6,250
烤肉,餐饮服务;中餐厅;中餐厅,050100,上城区,19357221157,新塘路57号(景芳地铁站D5口步行140米),浙江省,diner,杭州市,"熟制牛舌,鸡腿肉,浇汁肥牛,大油边,酸菜,蒜香五花肉,招牌必点鲜羊肉,东北大冷面,黄油面包,招牌传统牛肉,三味牛肋条,赞比利黑猪五花肉,松阪肉,东北大拌菜,鲜羊肉,牛舌",东北杨光?碳烤鲜牛肉(天虹店),"120.207538,30.261872",4.7,69
烧烤,餐饮服务;中餐厅;东北菜|餐饮服务;中餐厅;火锅店,050113|050117,上城区,15134610789;18258405868,新塘路99号凤起时代大厦111室-1,浙江省,diner,杭州市,"东北大饭包,家常凉菜,压锅肘子,锅包肉,东北炸三样,小铝盆烤肉,无敌下酒菜,东北一锅出,东北菜,烧烤火锅,牛肉,双人餐,羊肉串,锅包肉",兴玉·东北烧烤火锅(新塘店),"120.207486,30.262876",4.7,77
江浙菜,餐饮服务;中餐厅;海鲜酒楼,050119,上城区,0571-86728509,采荷路6号长风源,浙江省,diner,杭州市,"杂鱼特色烧,特色炒粉丝,酸菜鱼,紫苏烧青鱼,锅仔里农夫鱼头,腊肉莴笋干,家乡蹄膀,咸肉小香菇,干锅千页豆腐,铜盘杂鱼锅,泡椒目鱼仔,手捏菜毛豆子,家烧鱼泡,地衣,剁椒鱼头,双人餐,鸡肉,单人餐,炒螺蛳,酱爆螺蛳",长风源·寻衢味(20年老店),"120.197564,30.252079",4.7,88
衢州菜,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,17767270698;18413259799,采荷支路7号石化加油站隔壁,浙江省,diner,杭州市,"小龙虾,鸭头,鸡肉,土猪肉,牛肉,牛蛙,猪肉,蛋炒饭",四季大树底衢州菜(四季青店),"120.197478,30.250442",4.7,68
本地鸡窝火锅,餐饮服务;中餐厅;中餐厅,050100,上城区,18072705956,四季青街道景昙路18-26号F6层6008-2号,浙江省,diner,杭州市,"霸王别鸡,土鸡鸡窝,本地鸡窝,乌鸡鸡窝,手撕叫花鸡,手工虾滑,鸡肉",一席地·本地鸡窝(庆春银泰店),"120.204882,30.259901",4.6,65
小吃快餐,餐饮服务;快餐厅;快餐厅,050300,上城区,0571-86710233;4008988788,四季青街道景昙路9号庆春广场站地铁站商业空间A1、A2、A3号商铺,浙江省,diner,杭州市,"双人餐,汉堡,薯条,单人餐",汉堡王(庆春广场地铁站),"120.205346,30.257939",4.3,27
重庆火锅,餐饮服务;中餐厅;火锅店,050117,上城区,13396554980,新塘路35号三新大厦(景芳地铁站D5口步行320米),浙江省,diner,杭州市,"双人餐,素菜",忙姐重庆老火锅(三新大厦店),"120.206912,30.260625",4.6,106
肉类,餐饮服务;中餐厅;潮州菜,050123,上城区,0571-85456759;13799473556;15968815516,新塘路45号元华旺座中心F1层,浙江省,diner,杭州市,牛肉,潮来福潮汕牛肉店(元华旺座中心店),"120.207556,30.261508",4.7,90
西式快餐,餐饮服务;快餐厅;麦当劳,050302,上城区,0571-85377162,景昙路9号杭州大厦501城市广场北门一层126、239、242,浙江省,diner,杭州市,"麦辣美味三件套,原味板烧鸡腿麦满分组合,麦当劳超值嗨餐,（2-3人餐）,大脆鸡扒麦满分组合,人气美味尽享套餐,麦辣鸡腿堡,安格斯系列,巨无霸汉堡,可乐鸡翅,家有金桶（脆鸡版）,板烧美味三件套,家有金桶（汉堡版）,汉堡,双人餐,薯条",麦当劳(杭州大厦501城市广场店),"120.203434,30.260282",4.6,27
江浙菜,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-86836977,景昙路9号西子国际F4层,浙江省,diner,杭州市,"蟹黄,汤品,蟹肉,大闸蟹,排骨,鸭肉,馄饨老鸭煲",東大方(杭州大厦501店),"120.204001,30.258995",4.6,68
衢州菜,餐饮服务;中餐厅;浙江菜,050106,上城区,13516725870,太平门直街481元华旺座中心1号楼B1层,浙江省,diner,杭州市,双人餐,衢八鲜?开化山水菜,"120.207175,30.261275",4.7,71
自助餐,餐饮服务;中餐厅;中餐厅,050100,上城区,13388614719,景昙路9号西子国际中心负一楼B101店铺(星巴克旁),浙江省,diner,杭州市,自助餐,素新风·食养自助餐厅(杭州·501广场店),"120.203822,30.258530",4.6,28
烤肉,餐饮服务;中餐厅;中餐厅,050100,上城区,18157190863,新塘路108号杭州五福天虹购物中心A座2F层,浙江省,diner,杭州市,"石锅拌饭,肥牛盖饭,菠萝牛排,厚切猪五花,烤肉,双人餐,牛肉",西塔老太太泥炉烤肉(五福天虹购物中心A座店),"120.208877,30.264579",4.6,108
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,0571-85559606,四季青街道凤起东路205号天虹购物中心B座1层B123室,浙江省,diner,杭州市,"鸡翅中,牛肉筋,鸡爪串,小黄鱼,香辣鸡爪,香辣猪蹄,瘦羊肉串,羊腰串,羊肉串,烤肉,素菜,烤串",木屋烧烤(江干天虹店),"120.210450,30.264555",4.6,82
新疆菜,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,15867172450,四季青街道太平门直街525号原和阗玫瑰,浙江省,diner,杭州市,"单人餐,手抓饭,羊肉,原始抓饭",问疆新疆手抓饭(太平门直街店),"120.210134,30.261127",4.7,45
江浙菜,餐饮服务;中餐厅;江苏菜,050105,上城区,0571-86533288,景昙路18-26号杭州银泰世纪百货有限公司1、2层商铺,浙江省,diner,杭州市,"面包诱惑,鱼头诱惑,绿茶烤肉合拼,牛肉诱惑,花生沙冰,火焰虾,绿茶烤鱼,招牌石锅沸腾饭,老乡浓汤,江南东坡鸡,椒麻鸡,拿破仑,南乳仔排,农家茄子煲,烤肉,烤鸡,牛肉,鱼头,糖醋里脊",绿茶餐厅(庆春银泰店),"120.204637,30.259876",4.4,65
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,19357263166,新塘路108号天虹购物中心B座2F层,浙江省,diner,杭州市,烤羊肉串,三个蒙古大叔烤羊肉串(五福天虹购物中心B座店),"120.209697,30.264400",4.7,132
江浙菜,餐饮服务;中餐厅;中餐厅,050100,上城区,19357300299,蜻蜓公园内1层(庆秋弄9号蜻蜓停车楼3号芯筒),浙江省,diner,杭州市,"西湖藕粉,双人餐,单人餐",苏面坊·蟹黄面·蟹黄火锅(蜻蜓公园店),"120.202249,30.258128",4.6,139
西餐,餐饮服务;外国餐厅;西餐厅(综合风味)|餐饮服务;糕饼店;糕饼店,050201|050800,上城区,19157774282,四季青街道景昙路499号杭州西子国际一层101-17,浙江省,diner,杭州市,"澳洲安格斯西冷牛排,澳洲和牛m5牛排,烤虾芒果沙拉,芝士茄盒小牛肉,玫瑰雪蟹青虾通心粉,澳洲谷饲安格斯菲力牛排,牛排,薯条,炸鸡,披萨",澳骄小屋 Aussie Kitchen(城东店),"120.203352,30.259232",4.6,135
川菜,餐饮服务;中餐厅;四川菜(川菜),050102,上城区,19032202178,新塘路51号(景芳地铁站D5口步行160米),浙江省,diner,杭州市,"自贡辣子鸡,回锅肉,火爆腰花,单人餐,双人餐,爆炒腰花",柴米夫妻四川自贡盐帮菜(新塘店),"120.207475,30.261658",4.7,71
江浙菜,餐饮服务;中餐厅;综合酒楼|餐饮服务;中餐厅;浙江菜,050101|050106,上城区,0571-86995388,秋涛北路76号中豪大酒店3楼,浙江省,diner,杭州市,"名家虾饺,花生刨冰,剁椒蒸长江鮰鱼,剁椒鱼头,龙虾汤蒸阿拉斯加雪蟹,糖醋排骨,八宝油条,葡式蛋挞,东坡鸡,芒果冻,泰式飘香榴莲酥,芒果布丁,干锅豇豆,毛蟹,咸肉蒸春笋,素菜,龙虾,杭州酱鸭",名人名家·浙菜(秋涛北路店),"120.200808,30.260712",4.7,120
中餐,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-87818369;17300930008,新塘路61号,浙江省,diner,杭州市,"家烧老鹅,鸡肉,豆腐,双人餐,特色菜",开化食府(新塘路店)(暂停营业),"120.207338,30.262099",4.7,79
江浙菜,餐饮服务;中餐厅;浙江菜,050106,上城区,0571-88252313,双菱路116号(庆菱路地铁站A1口步行370米),浙江省,diner,杭州市,"文火谷饲牛肉配荷叶饼,鳕鱼杨梅虾球,特色湖蟹煲,萧山土三鲜,陈年花雕醉湖蟹,招牌豉油虾,椒麻牛舌,家常菜,特色菜,臭豆腐,酸菜鱼,鸡肉,堂食,虾球,糖醋里脊,豆腐,香炸臭豆腐,绍兴臭豆腐",新周记·巷子里的江南味(庆春店),"120.195727,30.259430",4.7,93
小吃快餐,餐饮服务;快餐厅;肯德基,050301,上城区,0571-66668888;0571-86533298,太平门直街银泰百货一楼,浙江省,diner,杭州市,"香辣鸡翅,蔬菜沙拉,醇香土豆泥,薯条,KFC芋缘花淇淋,葡式蛋挞,芋缘花淇淋,KFC香辣（劲脆）鸡腿堡,吮指原味鸡,可乐,伴柠伴桔鲜果茶,现磨咖啡,新奥尔良烤鸡腿堡,红豆派,鸡米花,玉米沙拉,海苔岩烧大鸡腿饭,黄金鸡块,KFC老北京鸡肉卷,小食拼盘,肯大大鸡排,单人餐,双人餐,汉堡",肯德基(庆春银泰店),"120.205050,30.260304",4.4,43
大排档,餐饮服务;中餐厅;中餐厅,050100,上城区,15641286111,凤起东路358号天星龙大厦B座,浙江省,diner,杭州市,"大排档,海肠捞饭",杨记旺角香港大排档,"120.208675,30.263425",4.7,159
中餐,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-89890016;0571-89890017,三新路37号中豪·江河时代4楼,浙江省,diner,杭州市,"大肠,红烧肉,酸汤鱼,鱼鲜,毛血旺,排骨,虾爆鳝片,炒饭,茄子,蟹黄,葱包烩,精品佛跳墙",钱塘宴(江河汇店),"120.220044,30.261220",4.8,157
江浙菜,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-86533988,景昙路18-26号庆春银泰6楼6F-06商铺,浙江省,diner,杭州市,"蛋黄鸡翅,糖醋里脊,石锅牛蛙,一品开背虾,铁板茄子,鱼羊鲜,蒜泥凤爪,杂粮炖海参,七星海鲈鱼,话梅花生,倒笃蒸梭子蟹,香酥脆卷,天水豆腐,东坡肉,剁椒鱼头,双人餐,鸡肉,家常菜,鸡翅,酸菜鱼",新白鹿餐厅(庆春银泰店),"120.204950,30.260272",4.6,65
特色小吃,地名地址信息;普通地名;村庄级地名|餐饮服务;中餐厅;中餐厅,190108|050100,上城区,19941198117,太平门直街475号(景芳地铁站D5口步行310米),浙江省,[],杭州市,"北乡汤圆,小笼包,双人餐,单人餐",王阿盖手工小吃(庆春银泰店),"120.206968,30.261084",4.6,27
小吃快餐,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-86947063,太平门直街477号两岸咖啡新塘路店对面,浙江省,diner,杭州市,"鲜肉手工包,牛肉粉丝汤,招牌鸭血汤,生煎包,西湖牛肉羹,虾肉小笼包,鲜肉锅贴,点心,牛肉,特色小吃,肉包,堂食",新丰小吃(太平门直街分店),"120.207147,30.261096",4.5,17
创意菜,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,0571-87026930,庆春东路68号国有资本投资大厦F1层,浙江省,diner,杭州市,"蘑菇,酸辣粉丝,素菜,单人餐,炒饭,素食,豆腐",庆春食堂(国有资本投资大厦店),"120.193475,30.257888",4.8,97
东北菜,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-88299857,凤起东路358号新塘路和交叉口B座裙楼一层116号,浙江省,diner,杭州市,"东北大拉皮,煎饼盒子,857农场炖大鹅,857农场铁锅炖大鹅,锅包肉,红烧三道鳞,蘸酱菜,熘肉段,村头虫草大公鸡,铁锅炖大鹅,双人餐,铁锅炖鱼,铁锅炖,锅包肉",857铁锅炖 东北饭儿,"120.208426,30.262933",4.7,71
烧烤,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-86026089,新塘路108号天虹购物中心B座4层B445,浙江省,diner,杭州市,"堂食,小酥肉,烤鱼,龙虾,年糕,油条,羊肉串",炉鱼(杭州天虹购物中心店),"120.209799,30.265079",4.5,73
烤肉,餐饮服务;中餐厅;中餐厅,050100,上城区,19357628063,凤起东路205号杭州五福天虹购物中心B座4楼,浙江省,diner,杭州市,"厚切小排肥牛,牛舌,阿根廷红虾,澳洲原切M级和牛,酸菜牛肉,蒜香牛排,青花椒猪舌,酸菜牛肋条,白牛百叶,拌鸡皮,椒麻牛肋条,静腌黑椒牛排,蒜香牛肉,青花椒牛排,山野薄荷肋条,山野薄荷牛肉,山野鲍菇牛肉,大片雪花上脑,黑椒牛肋条,柠檬牛肉,山野原味牛肉,烤肉自助,单人自助,烤肉,小火锅,鲜切牛肉",八合田鲜切牛肉烤肉自助(杭州五福天虹购物中心店),"120.209893,30.264390",4.4,78
烤肉,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,19906857213,新塘路111号2号楼107一楼商铺(距地铁景芳站C口步行150m),浙江省,diner,杭州市,"重庆辣子鸡,龙虾,烤鱼",玖十八烤鱼酒馆·龙虾·烧烤(芳塘店),"120.206891,30.264781",4.7,79
小龙虾,餐饮服务;中餐厅;中餐厅,050100,上城区,15669063120,采荷路37号院荷塘悦色一楼(由37号院进入直走到底左边),浙江省,diner,杭州市,[],老头儿油爆虾·巷子里的烟火味(采荷店),"120.193456,30.251106",4.6,75
烧烤,餐饮服务;中餐厅;特色/地方风味餐厅,050118,上城区,18968009026,新塘路108号天虹购物广场b座负一层头牌鹤岗小串,浙江省,diner,杭州市,"头牌鲜羊肉串,头牌鲜牛串,烤面包片,烧烤撸,头牌老涮肚,麻辣猪脑花,头牌皇家豆腐,双人餐,牛肉,羊肉串,五花肉,大排档,烤串,麻辣烫",头牌鹤岗小串(天虹店),"120.210524,30.265431",4.6,74
小龙虾,餐饮服务;中餐厅;海鲜酒楼,050119,上城区,0571-86090809,新塘路63-2号(亚朵酒店隔壁)景芳站D5出口,浙江省,diner,杭州市,小龙虾,红盔甲·小龙虾(钱江新城店),"120.207649,30.262126",4.7,175
串串香,餐饮服务;中餐厅;火锅店,050117,上城区,0571-89801227;18968007956,新塘路108号杭州五福天虹购物中心B座107号(近北门),浙江省,diner,杭州市,双人餐,马路边边火锅串串香(杭州总店),"120.210141,30.265090",4.7,96
主题餐厅,餐饮服务;中餐厅;中餐厅,050100,上城区,15837679381,新塘路111号110室(景芳地铁站C口步行100米),浙江省,diner,杭州市,"双人餐,小炒黄牛肉",旷野听风 不想上班(芳塘店),"120.206897,30.264946",4.7,101
牛肉火锅,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,13958169063,新塘路108号天虹购物中心B座4层,浙江省,diner,杭州市,鲜牛肉火锅,黔家婆酸汤鲜牛肉火锅,"120.210106,30.264851",4.5,61
椰子鸡,餐饮服务;中餐厅;火锅店,050117,上城区,0571-89801228;17326019193,天虹购物中心B座4楼(景芳地铁站D2口步行160米),浙江省,diner,杭州市,"皮蛋瘦肉粥,椰子鸡,米粉,鸡汤",狐狸爱上椰子鸡(上城天虹店),"120.209596,30.264609",4.6,84
江浙菜,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-87882888;13738008726,望江街道之江路908号,浙江省,diner,杭州市,"香茅咖喱煲大虾,拔丝菠萝油条,养生主厨拌色拉,钱江野生白条鱼,多宝鱼,文火小牛肉,小牛骨粉丝,清蒸白条鱼,鲍鱼鱼翅羹,油条虾,湘湖石锅煮豆腐,石锅豆腐,菜泡饭,鱼头的诱惑,韩式石锅辣肥牛,年糕,汉堡,胡辣汤,虾仁,鸡肉,蘑菇",宋宴(之江店),"120.203384,30.228970",4.7,134
云南火锅,餐饮服务;中餐厅;火锅店,050117,上城区,18334369255,新塘路108号杭州天虹购物中心A座4层A栋402,浙江省,diner,杭州市,"美蛙爱上鱼,原味鲜汤锅底,金汤酸菜锅底,香辣锅底,云南野生菌菇锅底,紫苏锅底,番茄锅底,双人餐,云南特色鲜花饼",仙鱼石缘蒸汽石锅鱼,"120.208859,30.264694",4.6,68
东北菜,餐饮服务;中餐厅;中餐厅,050100,上城区,19210608650,三新路37号128室(江河汇地铁站C2口步行350米),浙江省,diner,杭州市,"农村猪肉炖粉条,杀猪菜·东北狠人的饮食崇拜,农家大丰收·东北铁锅炖,小鸡炖蘑菇·姑爷香掉魂,鱼头泡饼,东北菜,锅包肉,哈尔滨锅包肉,小鸡炖蘑菇姑爷香掉魂儿,双人餐",马丫·东北饭儿(中豪江河时代店),"120.219661,30.261110",4.7,73
浙菜,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,0571-87818799,四季青街道凤起东路358号五福天星龙大厦A座3楼,浙江省,diner,杭州市,"河虾,蒜香排骨,酱鸭,杭州酱鸭,宋嫂鱼羹,葱包烩,虾爆鳝,传统卤鸭,咸蛋黄南瓜,红糖麻糍,拿手菜,麻糍",江南红楼,"120.210909,30.263468",4.6,114
西式快餐,餐饮服务;快餐厅;快餐厅,050300,上城区,0571-87215911;0571-87217911,彭埠街道地铁4号线景芳地铁站商业空间C3-C5号商铺地下一层,浙江省,diner,杭州市,"香甜双虾菠萝比萨,英式惠灵顿菲力牛排比萨,可可熔岩芝士流心卷边,美国风情土豆培根比萨,果肉榴莲比萨,经典意式肉酱比萨,金枪鱼海鲜荟萃比萨,黑松露风味菌菇鸡肉比萨,苏丹王榴莲多多给荔比萨,嫩滋肋眼牛排,芝士焗烤嫩汁三文鱼,金尊猫山王榴莲多多比萨,照烧风味牛肉土豆比萨,意大利雪球芝士多肉多芝比萨,新加坡砂煲风味腊肠鸡肉比萨,呼伦贝尔羔羊排,南美肋眼牛排比萨,经典大阪烧风味海陆比萨,西西里风情尊牛多多笋鲜比萨,可可火山饼底,苏丹王榴莲红毛丹比萨,美式豪情牛肉培根菠萝比萨,金尊鲍鱼扇贝比萨,马德里风情牛腩大虾比萨,托斯卡纳风情芝浓三文鱼比萨,冬日暖饮,火山饼底,双人餐",达美乐比萨(景芳路店),"120.208134,30.264390",4.4,75
